gesamt, win-class-1-winners, win-class-2-winners, win-class-3-winners, win-class-4-winners, win-class-5-winners, win-class-6-winners, win-class-7-winners, win-class-8-winners, win-class-9-winners, win-class-10-winners, win-class-11-winners, win-class-12-winners
2012
-1, 3   ,59   , 49   ,973   ,"11,470   ","14,360   ","44,334   ","523,068   ","636,984   ","649,112   ","3,354,560   ","7,532,326   ",

2013
-1, 8   ,98   ,94   ,"1,780   ","20,425   ","25,825   ","76,928   ","912,932   ","1,097,032   ","1,133,688   ","5,738,804   ","13,047,190   ",

2014
-1, 8   ,111   ,167   ,"2,048   ","26,057   ","34,618   ","89,998   ","1,111,086   ","1,310,379   ","1,541,134   ","6,684,696   ","16,127,099   ",

ab hier mit summe lol
2015
"1,612,572,154.00  ",8   ,136   ,207   ,"2,025   ","29,946   ","51,539   ","87,998   ","1,259,477   ","1,340,996   ","2,304,286   ","6,561,190   ","19,329,285   ",

2016
1,913,527,296.00  ",8   ,163   ,263   ,"2,093   ","34,337   ","62,513   ","92,338   ","1,336,358   ","1,535,391   ","2,757,950   ","7,116,850   ","22,155,271   ",
2017
"1,834,415,068.00  ",17   ,182   ,332   ,"2,284   ","36,712   ","61,206   ","96,778   ","1,366,831   ","1,558,671   ","2,647,497   ","7,216,260   ","22,105,351   ",
2018
"2,780,001,254.00  ",17   ,273   ,470   ,"3,496   ","56,412   ","101,086   ","146,673   ","2,074,889   ","2,366,643   ","4,171,196   ","10,890,298   ","33,330,263   ",
2019
"2,492,873,832.00  ",13   ,195   ,323   ,"3,035   ","44,472   ","77,497   ","132,580   ","1,905,062   ","2,004,671   ","3,483,462   ","9,946,443   ","29,261,519   ",
